id,title,description,price,other_features,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,image_10,image_11
i_00000,Canyon Endurance CF SL 7 ETAP 2022 - CANYON - 80500,"Salut !Je propose à la vente mon fidèle Canyon Endurace CF SL 7 construit en 2022 (taille L) en raison d'un nouvel achat.Cadre• Canyon Endurace CF SL• Matériau : Carbone• Dimension de l'axe : 12 x 142 mmFourchette• Disque Canyon F38 CF• Fourche carbone haut de gamme pour vélos de course avec rapport rigidité/poids optimisé.• Diamètre de la direction : 1 1/4""• Dégagement des pneus : 31 mm• Matériau : Carbone (CF)poste de pilotage• Canyon H31 Ergocockpit CF• Combinaison guidon-potence en carbone avec une portée plus courte et un évasement de 3° pour un meilleur contrôle dans la position inférieure du guidon.• Matériau : Carbone• Forme : Ergo• Portée : 70 mm• Chute : 130 mmTige de selle• Canyon S15 VCLS 2.0 CF• Tige de selle confort légère et amortissante en carbone avec débattement vertical de 20 mm.• Matériau : Carbone• Retrait : 13 mm/25 mm• Technologie : VCLS 2.0 | Tête rabattableconduire• Cassette• SRAM Rival XG-1250, 12 vitesses, 10-36• Nombre de pignons : 12• Traduction : 10-36• Dérailleur arrière• SRAM Rival eTap AXS 12 s• Dérailleur avant• SRAM Rival eTap AXS FD• Manivelle : SRAM Rival D1 avec Powermeter – SRAM Rival AXS PowerMeter – DUB - noir• Chaîne : SRAM Rival D1 12vRoues• DT Swiss Endurance LN (Tubeless Ready)Pneus• Continental GP 5000 S TR (Tubeless Ready) – Neuf et inutilisé !• 25 mm à l'avant / 28 mm à l'arrière",2000 €,"{'Année': '2022', 'État': 'Neuf', 'Groupe': 'SRAM Red eTap', 'Taille du cadre': 'M', 'Diametre roues': 'Autre', 'Matière principale': 'Carbone', 'Couleurs principales': 'Gris', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00000_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00000_1.jpg,,,,,,,,,
i_00001,Lapierre sensium 500 - LAPIERRE - 91590,A vendre lapierre 500 sensiumVelo transmission shimano 105Velo a peine 2000kms pas de frais a prevoirPas de chute tout carbonne toujour nettoyer apres chaque sortieAvec jante en carbonne victoria 40 prix 2700 eurosVendu avec jante d origine allu prix 1400 euros plus d information me contacter,1400 €,"{'Année': '2019', 'État': 'Très bon état', 'Groupe': 'Shimano 105', 'Taille du cadre': 'L', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Gris', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00001_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00001_1.jpg,,,,,,,,,
i_00002,Vélo Piste Specialized LANGSTER - SPECIALIZED - 36150,Vend vélo fixie piste Specialized LANGSTERTaille 52 - SPlateau Miche 47 + Plateau d'origine 48Roue réversible Pignons 14/15 + Pignon supplémentaire 16Très Bon Etat,400 €,"{'État': 'Très bon état', 'Taille du cadre': '52 cm', 'Diametre roues': '700 / 28""', 'Matière principale': 'Aluminium', 'Couleurs principales': 'Noir', 'Pratique': 'Piste'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00002_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00002_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00002_2.jpg,,,,,,,,
i_00003,MERIDA SCULTURA 6000 - MERIDA - 64680,"A vendre vélo route Scultura 6000 monté entièrement en Campagnolo Record, roues DT SWISS PR 1400, potence et cintre haut de gamme. Un velo très léger idéal pour débuter ou pour un ado qui roule fort et qui cherche un tres bon velo sans casser la tirelire",1300 €,"{'Année': '2020', 'État': 'Très bon état', 'Groupe': 'Campagnolo Record', 'Taille du cadre': 'M/L', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir, Vert', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00003_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00003_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00003_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00003_3.jpg,,,,,,,
i_00004,Vélo van rysel RCR CF - VAN RYSEL - 17320,"Vélo Van rysel RCR CF taille M* Cadre et fourche carbone ( à noter une griffure sous la boite de pédalier suite à un saut de chaine : ne se voit pas sauf si on retourne le vélo )* Groupe shimano ultégra FC R8000 sauf dérailleur 105 ( mais possibilité de mettre l'ultégra d'origine ) : manivelles 172,5 mm , plateaux 50-34 ( possibilité de remettre les 52-36 d'origine )* potence alu XLC comp en 110 mm* Cintre alu FSA Compact largeur 420mm axe-axe* Selle fizik aliante open* Vendu sans pédales* Ce qui est neuf ( changé mi novembre ) : blocage tige de selle , cables et gaines , guidonine , jeu de pédalier , plateaux 50-34 )* Roues mavic cosmic carbone SL avec cassette shimano 11-32 ( possibilité 11-30 ou 11-28 ) et pneus michelin lithion 2 en 23 mm ( quasi neufs )",1500 €,"{'État': 'Comme neuf', 'Groupe': 'Shimano Ultegra', 'Taille du cadre': 'M', 'Diametre roues': 'Autre', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir', 'Type de freinage': 'Disques', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00004_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00004_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00004_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00004_3.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00004_4.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00004_5.jpg,,,,,
i_00005,Vélo Time alpe d’huez - TIME - 17600,Vélo route Time alpe d’huez 21Taille XXSGroupe Sram’force 22 mécaniqueBraquet de minime 46/14Roue carbone américain classicVélo sera réviséExcellent étatVendu sans pédales,2950 €,"{'Année': '2023', 'État': 'Très bon état', 'Groupe': 'SRAM Force', 'Taille du cadre': 'XXS', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00005_0.jpg,,,,,,,,,,
i_00006,vélo trek  Domane +LT - TREK - 69380,Vélo éléctrique trek Domane   LT 2021  cadre carbone  géométrie mixte  équipé SHIMANO ULTEGRA  moteur Fazua  60 Nm Batterie 250 wh taille 56 cm   dérailleur avant et arrière Shimano Ultégra  R 8000    Freins Shimano Ultegra Dura -Ace  disque hydrolique,3600 €,"{'État': 'Comme neuf', 'Groupe': 'Shimano Ultegra', 'Taille du cadre': '56 cm', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir, Rouge', 'Type de freinage': 'Disques', 'Pratique': 'Course Vintage', 'Nombres de vitesses': '11 vitesses'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00006_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00006_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00006_2.jpg,,,,,,,,
i_00007,Trek Madone SL 6 AXS 8e gén. 2025 - TREK - 19000,"LeTREK Madone SL 6AXSest unvélo de route TREKtrès performant et confortable sur les longues distances. Il estléger et aérodynamiquegrâce à soncadre carboneOCLV Carbon série 500et à la forme de ses tubes. LeTREK Madone SL 6AXSest le vélode compétitionpar excellence, idéal pour rouler vite et plus longtemps. Ce modèle dispose d’unetransmission électronique SRAM Rival AXS 2×12 vitessespour un passage fluide et rapide.Ce vélo est issu d’un droit de rétractation client. Le vélo n’a pas roulé.Suite à son passage dans nos ateliers nous avons vérifier les points suivants :Contrôle de la directionContrôle du système de freinageContrôle des roues et serrageRéglage et contrôle de précision de la transmissionLe cadre et les périphériques ont également fait l’objet d’un contrôle de finition, d’assemblage et de sécurité.",3869 €,"{'Année': '2025', 'État': 'Comme neuf', 'Groupe': 'SRAM Rival AXS', 'Taille du cadre': 'M', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00007_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00007_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00007_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00007_3.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00007_4.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00007_5.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00007_6.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00007_7.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00007_8.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00007_9.jpg,
i_00008,Specialized Aethos Expert Ultegra Di2 - SPECIALIZED - 46988,"Vélo de route - Specialized Aethos Expert Ultegra Di2 - Shimano Ultegra Di2  - 2022Taille: 58État : 3---CARACTÉRISTIQUESCadre- Taille: 58- Taille du cycliste : 185 - 192 cm- Materiel du cadre: Carbone- Poid approximatif : 7.26 kg- Guidon: Specialized - Aluminium - 440 mm- Selle: Specialized Power- Tige de selle: Specialized Power - Carbone- Potence: Specialized - 110 mmTransmission- Plateaux: 52/36- Cassette: 12v - 11/30- Dérailleur arrière: Shimano Ultegra Di2- Dérailleur avant : Shimano Ultegra Di2- Freins: Freins à disques - Shimano Ultegra BR-R8170- Manivelles : Shimano Ultegra FC-R8100 - 175mmRoues- Jantes: Roval C 38 Disc Carbon -  - Carbone- Montage des pneus: Chambre à air---GARANTIE ET RÉVISIONLe vélo a été reconditionné et est couvert par la garantie Tuvalum de 12 mois. Les batteries et les moteurs sont garantis 6 mois.Toutes les photos de nos annonces sont récentes et prises par nos soins après la remise en état du vélo. Plus de photos sont disponibles sur demande.Tous les vélos sont inspectés, révisés et reconditionnés dans notre laboratoire selon une norme de certification unique comprenant plus de 100 points d'inspection.- Nous vérifions l'intégrité structurelle du cadre et de la fourche.- Nous vérifions tous les composants. Nous remplaçons les consommables et les pièces d'usure si nécessaire.- Nous nettoyons la transmission (cassette et chaîne) aux ultrasons.- Nous effectuons un graissage complet du vélo.- Nous vérifions que tous les composants et pièces sont conformes à la directive sur la sécurité générale des produits de l'Union européenne (DSGP 2001/95/CE).---Certains dommages cosmétiques peuvent ne pas apparaître sur les photos. Certaines protections peuvent être manquantes. Les pédales ne sont pas incluses.",4190 €,"{'Année': '2022', 'État': 'Très bon état'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00008_0.jpg,,,,,,,,,,
i_00009,Giant DEFY Advanced 2  - AUTRE - 92140,Vélo ayant très peu roulé environ 30 kms sur home trainer,1450 €,"{'Année': '2021', 'État': 'Comme neuf', 'Groupe': 'Shimano 105', 'Taille du cadre': 'M/L', 'Diametre roues': '650', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '10 vitesses'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00009_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00009_1.jpg,,,,,,,,,
i_00010,Look 795 Light Shimano Ultegra  Di2 Taille M / Roues Campagnolo Bora One - LOOK - 81370,,2490 €,{'État': 'Très bon état'},/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00010_0.jpg,,,,,,,,,,
i_00011,Lapierre Xelius - LAPIERRE - 94170,"Vélo Route Lapierre Xelius 6.0 Shimano Ultegra Mécanique Taille M - Neuf📍Localisation :Le Perreux-sur-Marne (94)🏪Vendu par :Pro Cycling, magasin spécialiséDescriptionLeLapierre Xelius 6.0est un vélo de route haut de gamme conçu pour les cyclistes exigeants en quête de performance. Son cadre en carbone léger et rigide offre une excellente réactivité tout en conservant un confort optimal, même lors des longues sorties. Equipé du groupeShimano Ultegra 11 vitesses Mécanique, ce vélo garantit une transmission fluide et précise, adaptée aux compétitions et aux cyclistes recherchant une conduite précise, même dans les conditions les plus exigeantes.LeXelius 6.0bénéficie d'une géométrie sportive qui favorise une position aérodynamique sans sacrifier le confort. Il est parfait pour les cyclistes qui cherchent un vélo réactif pour les routes sinueuses, les montées et les longues distances, tout en offrant une grande stabilité à haute vitesse. Ce modèle est idéal pour les courses et les entraînements sérieux, combinant à la fois performance, légèreté et rigidité.🚴‍♂️Modèle :Lapierre Xelius 6.0⚙️Transmission :Shimano Ultegra 11 vitesses Mécanique💎Cadre :Carbone léger et rigide, conçu pour la performance et la compétitionÉtat :NeufTaille :MUtilisation :Idéal pour les compétitions, les entraînements intensifs, et les sorties sur route longue distance📞Contactez-nous :09 81 98 85 18📍Adresse :161 Boulevard d'Alsace Lorraine, 94170 Le Perreux-sur-MarnePassez en magasin pour voir ce modèle ou contactez-nous pour plus d'informations !",3400 €,"{'Année': '2024', 'État': 'Neuf', 'Groupe': 'Shimano Ultegra', 'Taille du cadre': 'L', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Multicolore', 'Type de freinage': 'Disques', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00011_0.jpg,,,,,,,,,,
i_00012,ORBEA ORCA AERO - ORBEA - 33370,"Vends Orbea Orca aero M20 TEAM de 2018 taille 53CarboneFull ultegra ( transmission et freins patins)Selle prolog. scratchJantes alu VIsion Comp Team 35   pneus neuf continental 5000Tres peu servi.2eme Main, idem sur premier propriétaire.Vente car Trop petit.",1400 €,"{'Année': '2018', 'État': 'Très bon état', 'Groupe': 'Shimano Ultegra', 'Taille du cadre': '53 cm', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Orange', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00012_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00012_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00012_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00012_3.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00012_4.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00012_5.jpg,,,,,
i_00013,Trek Emonda SLR  Sram Red AXS Taille 54 / Roues Vision TLR SC 40 - TREK - 75020,"Caractéristiques :Année : 2019Marque : TrekModèle : Emonda SLR 800Taille du cadre : 54Poids : 7,32 kgGroupe : Sram Red AXSRoues : Roues Vision TLR SC 40---------------------------------------------------------------------------------------------------Options possibles :Plusieurs autres paires de roues sont disponibles à partir de 100 €.Modification de la taille des plateaux et de la denture de la cassette.Possibilité de le vendre sans roues.Si vous cherchez le même modèle ou un modèle similaire dans une autre taille, couleur ou avec un équipement différent, contactez-nous. Nous pouvons le trouver rapidement grâce à notre réseau.---------------------------------------------------------------------------------------------------Livraison en 3 jours partout en FranceLe vélo est également visible dans notre boutique à Paris 20ème sur rendez- vous.Nos équipes sont disponibles par téléphone, SMS et WhatsApp au 07 83 20 48 42 .Tous nos vélos sont garantis 1 an après l'achat !Reprise possible de votre ancien vélo (contact par mail pour l'offre de reprise : contact@ciklet.cc)",5990 €,"{'Année': '2019', 'État': 'Très bon état', 'Groupe': 'SRAM Red AXS', 'Taille du cadre': '54 cm', 'Diametre roues': '650', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir, Rouge', 'Type de freinage': 'Disques', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00013_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00013_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00013_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00013_3.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00013_4.jpg,,,,,,
i_00014,Lapierre xelius EFI 200 2014 - LAPIERRE - 69400,"Vend lapierre xelius EFI 200Taille M (je mesure 1m75)Frein ultegraPedalier 34/50 ultegraDérailleur et cassette 11/34 chaîne shimano 105 neuf.Câble de dérailleur arrière neufPneu continental gp5000 avec chambre ultra light tubolito (30g)Roues mavic ksyrium eliteSupport de gpsJe donne également 2 pneus specialized road sport et 2 chambres à air.Aucun frais à prévoir.Je le vends car je suis passée sur un modèle plus récent.Mots clés : tarmac, roubaix, synapse, pulsium, emonda, madone, supersix, addict, endurace,",990 €,"{'Année': '2014', 'État': 'Très bon état', 'Groupe': 'Shimano Ultegra', 'Taille du cadre': 'M', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '10 vitesses'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00014_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00014_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00014_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00014_3.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00014_4.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00014_5.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00014_6.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00014_7.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00014_8.jpg,,
i_00015,Specialized Tarmac SL6 - AUTRE - 42320,"Je vends mon Specialized Tarmac SL6 taille 54, qui est en très bon état, pour cause de passage sur le SL7 ! En voici le descriptif.- Groupe complet Di2 Shimano Ultegra R8000, manettes changées en 2023, patins shimano neufs- Plateaux 52-36 et cassette 11-30, pneus vittoria corsa graphene 2.0 en 25mm- Roues Roval CLX Rapide 50mm- Cintre Aerofly 42cm et potence Specialized 110mm- Selle Specialized ToupeVélo toujours entretenu avec très grand soin, révision complète effectuée à l'été 2023, n'hésitez pas à poser des questions !",2650 €,"{'Année': '2018', 'État': 'Très bon état', 'Groupe': 'Shimano Ultegra Di2', 'Taille du cadre': '54 cm', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir, Rouge', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00015_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00015_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00015_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00015_3.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00015_4.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00015_5.jpg,,,,,
i_00016,RCR PRO Van Rysel Décathlon 2023 - VAN RYSEL - 60200,"-Taille L 6,9 kg Full Dura-Ace Très bon Etat-Cockpit DEDA (140/400)-Dura-Ace Di2 12v-Pédalier 175mm 54/40 - Cassette 11/34-Capteur puissance FC-R9200-P-Selle Fizik Antares-Support compteur Compatible Wahoo/Garmin-Porte-bidons Élite-Pédales non incluses !-Vendu avec roues d’origine SWISS SIDE HADRON Ultimate 500 Hyperglide roulement céramique (pas ceux de la photo)-> Jantes neuves.Super état et garantie.Contactez-moi pour plus d'infos ou photos.5900€",5900 €,"{'Année': '2025', 'État': 'Très bon état', 'Groupe': 'Shimano Dura Ace Di2', 'Taille du cadre': 'L', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Bleu', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00016_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00016_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00016_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00016_3.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00016_4.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00016_5.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00016_6.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00016_7.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00016_8.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00016_9.jpg,
i_00017,Cube Litening Air SLX - CUBE - 49070,Cube Litening AirSram RED AXSCapteur de puissanceRoues Newmen Vonoa avec rayon carbonePossibilité de livraison,7899 €,"{'Année': '2025', 'État': 'Neuf', 'Groupe': 'SRAM Red AXS', 'Taille du cadre': '54 cm', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Bleu', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00017_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00017_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00017_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00017_3.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00017_4.jpg,,,,,,
i_00018,Look kg186 shimano dura ace - LOOK - 33390,Vend LOOK KG 186 taille 52 Groupe complet Shimano Dura Ace Roues mavic Cosmos neuves Vélo révisé pour la vente et en état exceptionnel ! Plus d'infos par message,1200 €,"{'État': 'Très bon état', 'Groupe': 'Shimano Dura Ace', 'Taille du cadre': '52 cm', 'Diametre roues': '700 / 28""', 'Couleurs principales': 'Bleu', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '9 vitesses'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00018_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00018_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00018_2.jpg,,,,,,,,
i_00019,Vélo Route Scott - AUTRE - 1380,Vélo route ScottCadre carbone,600 €,"{'État': 'Très bon état', 'Groupe': 'Shimano 105', 'Taille du cadre': '54 cm', 'Matière principale': 'Carbone', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '10 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00019_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00019_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00019_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00019_3.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00019_4.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00019_5.jpg,,,,,
i_00020,Specialized Tarmac SL5 S-WORKS (56) - SPECIALIZED - 82400,Tarmac SL5 s-works  taille 56Groupe complet Durace mécanique 11v (11/28) et (36/52)Roues Mavic Cosmic Cardon 40mmPneus Continental gp5000 en 28.Très bon état.,2200 €,"{'État': 'Très bon état', 'Groupe': 'Shimano Dura Ace', 'Taille du cadre': 'L', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Type de freinage': 'Patins', 'Pratique': 'Route'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00020_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00020_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00020_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00020_3.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00020_4.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00020_5.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00020_6.jpg,,,,
i_00021,Cervélo s5 - CERVELO - 60510,Cervélo S5 d octobre 2024Groupe Sram red avc capteur de puissance 48/35. Manivelles de 165Roues reserve 53/63potence 90Facture disponibleExcellent état,7500 €,"{'Année': '2024', 'État': 'Comme neuf', 'Groupe': 'SRAM Red', 'Taille du cadre': '48 cm', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Bleu', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_00021_0.jpg,,,,,,,,,,
